barrierId	barrierResolved	barrierStatus	country	description	keyBarrier	reportedDate	lastUpdateDate	sps	title	measures	products	sectors
15522	False	Active	China	"In late December 2019, The General Administration of Customs (GACC) opened a national consultation on a draft regulation on Administrative Measures for registration of overseas producers of imported food. It was not notified to WTO so far.
The General Administration of Customs (GACC) opened in late 2019 a national consultation, running until 25th December 2019, on a draft regulation on Administrative Measures for registration of overseas producers of imported food. 
If implemented, this regulation would impose a very burdensome administrative registration procedure on EU companies exporting foodstuffs to China, irrespective of the risk associated with the foodstuff. The procedure would create bottlenecks, acting as a genuine non-tariff trade barrier.
The rule would require, amongst other elements:

that the competent authorities of the exporting country provide inspection reports and reconfirm its continued control over the companies they recommend to china Customs;
an annual reporting system that will generate an enormous burden for exporting countries, companies and authorities;
compulsory on-site audits of manufacturing premises, far too burdensome and disproportionate for low risk products;
a 5 years validity limit for the registration and the subsequent renewal procedure, with the administrative burden it involves for companies and authorities.
"	False	29 Jan 2020	29 Jan 2020	True	Registration and listing of establishments exporting food and drink products to China	[{'id': 84, 'sps': True, 'code': '100410', 'name': 'Non-listing of establishments', 'parentId': 74, 'active': True}, {'id': 86, 'sps': True, 'code': '100412', 'name': 'Long approval procedures', 'parentId': 74, 'active': True}]	"[{'@objid': 1, 'id': 163, 'sps': True, 'code': '17', 'name': 'Sugars and sugar confectionery', 'active': True, 'leaf': False, 'parent': None, 'section': 1}, {'@objid': 2, 'id': 168, 'sps': True, 'code': '18', 'name': 'Cocoa and cocoa preparations', 'active': True, 'leaf': False, 'parent': None, 'section': 2}, {'@objid': 3, 'id': 175, 'sps': True, 'code': '19', 'name': ""Preparations of cereals, flour, starch or milk; pastrycooks' products"", 'active': True, 'leaf': False, 'parent': None, 'section': 3}, {'@objid': 4, 'id': 181, 'sps': True, 'code': '20', 'name': 'Preparations of vegetables, fruit, nuts or other parts of plants', 'active': True, 'leaf': False, 'parent': None, 'section': 4}, {'@objid': 5, 'id': 191, 'sps': True, 'code': '21', 'name': 'Miscellaneous edible preparations', 'active': True, 'leaf': False, 'parent': None, 'section': 5}, {'@objid': 6, 'id': 198, 'sps': True, 'code': '22', 'name': 'Beverages, spirits and vinegar', 'active': True, 'leaf': False, 'parent': None, 'section': 6}]"	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
14303	False	Active	Malaysia	"By communication Nov 2019, Malaysia DVS imposed a total ban on poultry exports from France, particularly affecting poultry genetic material. This would be due to an outbreak of Low Pathogenica avian influenza.
 
France reacted with information and letter Nov 2019, and the COM has sent a letter in January 2020.
 
Despite earlier positive developments, Malaysia imposes country wide bans due to avian influenza, and do not recognize now the EU regionalization policy. The COM is pushing for an in depth dialogue with Malaysia to tackle this."	False	12 Sep 2017	23 Jan 2020	True	Lack of regionalization  related to avian influenza	[{'id': 51, 'sps': True, 'code': '100108', 'name': 'Avian Influenza (AI)', 'parentId': 43, 'active': True}]	[{'@objid': 7, 'id': 7, 'sps': True, 'code': '0105', 'name': 'Live poultry, that is to say, fowls of the species Gallus domesticus, ducks, geese, turkeys and guinea fowls', 'active': True, 'leaf': True, 'parent': {'@objid': 8, 'id': 2, 'sps': True, 'code': '01', 'name': 'Live animals', 'active': True, 'leaf': False, 'parent': None, 'section': 8}, 'section': 8}, {'@objid': 9, 'id': 16, 'sps': True, 'code': '0207', 'name': 'Meat and edible offal, of the poultry of heading\xa00105, fresh, chilled or frozen', 'active': True, 'leaf': True, 'parent': {'@objid': 10, 'id': 9, 'sps': True, 'code': '02', 'name': 'Meat and edible meat offal', 'active': True, 'leaf': False, 'parent': None, 'section': 10}, 'section': 10}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
14530	False	Active	Malaysia	"By letter dated 17 January 2019, the Malaysian Veterinary Service announced the prohibition of imports of live pigs and frozen pigmeat from the following EU Member States: Belgium, Poland, Hungary
The DVS justifies this import restriction on the existing cases of African Swine Fever in those Member States.
The COM considers as disproportionate this ban, because:

It imposes a country wide ban, ignoring the regionalization principle, and the EU regionalization policies that are fully in line with OIE
The Member States have seen cases only of African Swine Fever in wild boar, since October 2018 (When Malaysia lifted earlier restrictions on Poland and Belgium).
Thus the COM considers that all 3 Member States still have the free status ""Freedom in domestic and captive wild pigs"" as defined in Chapter 15.1.3 of the OIE Terrestrial Code.

The COM, in coordination with Member States affected, is reaching out to Malaysia to gather more information and push for a lifting of this country-wide ban
Update January 2020: By letter December 2019, DVS Malaysia has extended the ban on PL and BE for further six monhts.
COM and Member States affected have reacted providing information in writing and letter plus requesting Malaysia to engage in a technical dialogue"	False	22 Jan 2019	23 Jan 2020	True	African Swine Fever: Country wide ban on pigs and pigmeat from BE PL HU	[{'id': 50, 'sps': True, 'code': '100107', 'name': 'African Swine Fever (ASF)', 'parentId': 43, 'active': True}]	[{'@objid': 11, 'id': 5, 'sps': True, 'code': '0103', 'name': 'Live swine', 'active': True, 'leaf': True, 'parent': 8, 'section': 8}, {'@objid': 12, 'id': 12, 'sps': True, 'code': '0203', 'name': 'Meat of swine, fresh, chilled or frozen', 'active': True, 'leaf': True, 'parent': 10, 'section': 10}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
10684	False	Active	Mexico	"Import restrictions on fresh fruit and vegetable due to cumbersome administrative procedures import protocols which include a disproportionate mitigation measures (cold treatment) and pre-shipment inspections in the country of origin paid by the industry (preclearance).Disproportionate and trade-disruptive measures, which are also against the IPPC, impede effectively EU export of fruits to Mexico, despite the EU-Mexico Free Trade Agreement in force. Mexico has not yet provided the basis of their risk assessment to apply this wide range of pests and mitigation measures.
Mitigation measures. The list of measures to mitigate quarantine pests for citrus, apples, pears, kiwis and peaches are numerous and strict. Mexico argues that the whole territory of the EU is taken in consideration and a wide range of pests and pest mitigation measures is imposed.
Inspections visits. Mexico requests pre-clearance: an on the spot inspection carried out by Mexicans inspectors, before exports take place. The interested party has to pay the related costs.
List of quarantine pest. Mexico does not have a fixed quarantine pests list for the concerned products. Therefore each product is subject to a case-by-case study, to allow its entry to Mexico. The provided quarantine pest lists were changed by Mexico without any risk assessment justifying the modification of the list."	False	13 May 2004	21 Jan 2020	True	Fresh fruit and vegetables import restrictions.	[{'id': 88, 'sps': True, 'code': '100414', 'name': 'Other SPS import restrictions', 'parentId': 74, 'active': True}]	[{'@objid': 13, 'id': 69, 'sps': True, 'code': '08', 'name': 'Edible fruit and nuts; peel of citrus fruit or melons', 'active': True, 'leaf': False, 'parent': None, 'section': 13}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
15402	False	Active	Egypt	"Every year Egypt published new specifications for the import of seed potatoes, most of which come from the EU.
The publication was done close to the import season, allowing no time for comments or clarification and contained many phytosanitary conditions that EU producers considered unjustified. This causes often unnecessary and unjustified trade disruptions
 In 2019 Egypt incorporated the phytosanitary part of the conditions in a new plant health regulation and published the remaining conditions earlier in the year, allowing the EU to comment. Moreover, Egypt has agreed to accept certification according to EU standards for an important part of the phytosanitary requirements. However, Egypt has not given the EU a satisfactory answer on some of the plant health issues, which are still pending."	False	01 Jan 2018	21 Jan 2020	True	Continued changing of import conditions for imports of seed potatoes	[{'id': 58, 'sps': True, 'code': '1002', 'name': 'PLANT HEALTH REASONS', 'parentId': None, 'active': True}, {'id': 74, 'sps': True, 'code': '1004', 'name': 'OTHER SPS IMPORT RESTRICTIONS', 'parentId': None, 'active': True}]	[{'@objid': 14, 'id': 103, 'sps': True, 'code': '1008', 'name': 'Buckwheat, millet and canary seed; other cereals', 'active': True, 'leaf': True, 'parent': {'@objid': 15, 'id': 95, 'sps': True, 'code': '10', 'name': 'Cereals', 'active': True, 'leaf': False, 'parent': None, 'section': 15}, 'section': 15}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
15404	False	Active	Thailand	"Thailand imposes country-wide import bans in the event of an outbreak of avian influenza in an EU Member State, despite effective zoning (regionalisation) measures are put in place in line with international standards.
The EU regionalisation measures are highly effective and guarantee that no further spreading took place out of the well-defined affected areas so that trade could continue in the non-affected areas.  
Trading partners should recognise this policy in line with their WTO obligations to minimise negative trade effects as safe trade can continue to take place and thus does not deserve a country-wide ban."	False	09 Dec 2014	21 Jan 2020	True	Non-recognition of regionalisation due to avian influenza	[{'id': 43, 'sps': True, 'code': '1001', 'name': 'ANIMAL HEALTH REASONS', 'parentId': None, 'active': True}, {'id': 51, 'sps': True, 'code': '100108', 'name': 'Avian Influenza (AI)', 'parentId': 43, 'active': True}]	[7, 9]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
10680	False	Active	Egypt	"As regards BSE, de-bone meat products must be sourced from cattle under 48 months old, and for boned meat products cattle under 30 months old. The OIE code states that not import conditions should be set regardless of the BSE status of the exporting country and therefore it can be exported from BSE affected countries following compliance with certain certifications requirements
Related to calves for slaughtering/fattening there is a compulsory inspection covering the entire pre-shipment quarantine period in the country of origin. Moreover, no clear rules in Halal requirements have been provided by Egypt, so certificates issued by religious authorities are not accepted. Finally, import requirements have been detailed and modified several times (finally Egypt notified its BSE import rules to the WTO SPS Committee in 2011). All these reasons converge in a long approval procedures and lack of transparency  "	False	07 Apr 2010	20 Jan 2020	True	Bovine meat and meat products, ovine meat, live animals and genetic material	[{'id': 52, 'sps': True, 'code': '100130', 'name': 'Bovine Spongiform Encephalopaty (BSE)', 'parentId': 43, 'active': True}, {'id': 57, 'sps': True, 'code': '100136', 'name': 'Animal health reasons', 'parentId': 43, 'active': True}]	[{'@objid': 16, 'id': 4, 'sps': True, 'code': '0102', 'name': 'Live bovine animals', 'active': True, 'leaf': True, 'parent': 8, 'section': 8}, {'@objid': 17, 'id': 6, 'sps': True, 'code': '0104', 'name': 'Live sheep and goats', 'active': True, 'leaf': True, 'parent': 8, 'section': 8}, {'@objid': 18, 'id': 10, 'sps': True, 'code': '0201', 'name': 'Meat of bovine animals, fresh or chilled', 'active': True, 'leaf': True, 'parent': 10, 'section': 10}, {'@objid': 19, 'id': 11, 'sps': True, 'code': '0202', 'name': 'Meat of bovine animals, frozen', 'active': True, 'leaf': True, 'parent': 10, 'section': 10}, {'@objid': 20, 'id': 13, 'sps': True, 'code': '0204', 'name': 'Meat of sheep or goats, fresh, chilled or frozen', 'active': True, 'leaf': True, 'parent': 10, 'section': 10}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
10789	False	Active	China	"Since year 2000, the Competent Authority of China (Ministry of Agriculture and Rural Affairs MARA and General Administration of Customs of China GACC) keeps an import ban in place on EU bovine/ovine products and beef/ovine due to bovine spongiform encephalopathy (BSE) and Transmissible Spongiform Encephalopathy (TSE).
Since year 2014, China is making slow progress on lifting restrictions, Member State by Member State. 
Some Member States were authorised for export (FR, HU, IR, NL).
Market access granted for beef from IRL in 2018 and The NL in February 2019.
 For other Member States the country-wide ban was lifted (CZ, DK, IT, LT, LV, UK) by MARA. The evaluation is ongoing for BE, DE, ES, FI, PL, SE, SK and RO. "	True	27 Jan 2016	20 Jan 2020	True	Longstanding and unjustified import ban on EU Bovine/Ovine and products thereof due to BSE.	[{'id': 52, 'sps': True, 'code': '100130', 'name': 'Bovine Spongiform Encephalopaty (BSE)', 'parentId': 43, 'active': True}, {'id': 57, 'sps': True, 'code': '100136', 'name': 'Animal health reasons', 'parentId': 43, 'active': True}]	[16, 17, 18, 20]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
15243	False	Active	Canada	"Canada imposed a ban on the importation of plants with a stem diameter of more than 10 mm from countries of the European Union due to a considered trade risk for transmission of Asian longhorned beetle and Citrus longhorned beetle (ALB and CLB).
This ban is not considered justified as it does not take into account the stringent control measures on these peste applied in the whole European Union.  In 2019, 22 EU countries are free of ALB and CLB. Moreover, the EU Member States with ALB and CLB detections on their territory have put in place stringent control measures in the well-demarcated areas where the pests are present. Therefore, trading partners are requested to recognise the pest free areas in the whole EU as required under the WTO SPS Agreement."	False	01 Jan 2013	20 Jan 2020	True	Unjustified trade restrictions due to a non recognition of country freedom and pest free areas of EU Member States for the Citrus and Asian longhorned beetle	[{'id': 58, 'sps': True, 'code': '1002', 'name': 'PLANT HEALTH REASONS', 'parentId': None, 'active': True}]	[{'@objid': 21, 'id': 51, 'sps': True, 'code': '0602', 'name': 'Other live plants (including their roots), cuttings and slips; mushroom spawn', 'active': True, 'leaf': True, 'parent': {'@objid': 22, 'id': 49, 'sps': True, 'code': '06', 'name': 'Live trees and other plants; bulbs, roots and the like; cut flowers and ornamental foliage', 'active': True, 'leaf': False, 'parent': None, 'section': 22}, 'section': 22}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
13842	False	Active	Canada	"On 23 March 2016, Canadian phytosanitary import requirements related to Tuta absoluta (tomato leaf miner) for fresh tomatoes entered into force. These Canadian import conditions require that green parts (vines, stems, or calyces) of tomatoes are being removed if imported from a country affected with Tuta absoluta. At present, exports to Canada of fresh tomatoes originating from several EU Member States, is thus authorised but only for fresh tomatoes without green parts. However, there is an interest to export tomatoes with green parts from the EU to Canada as safe trade conditions can be offered to Canada to mitigate the risk of the plant pest (Tuta absoluta). An application has been provided to Canada with control conditions that guarantee that trade can take place in all safety.  This application is still under assessment by Canada.
 "	False	23 Mar 2016	20 Jan 2020	True	Phytosanitary import conditions for fresh tomatoes	[{'id': 58, 'sps': True, 'code': '1002', 'name': 'PLANT HEALTH REASONS', 'parentId': None, 'active': True}]	[{'@objid': 23, 'id': 56, 'sps': True, 'code': '0702', 'name': 'Tomatoes, fresh or chilled', 'active': True, 'leaf': True, 'parent': {'@objid': 24, 'id': 54, 'sps': True, 'code': '07', 'name': 'Edible vegetables and certain roots and tubers', 'active': True, 'leaf': False, 'parent': None, 'section': 24}, 'section': 24}]	[{'id': 20, 'code': 'S3000', 'name': 'Agriculture and Fisheries', 'active': True}]
15322	False	Active	China	"China issued a total ban on Ash wood products (logs and lumber) from Europe due to the increasing spreading of the ash dieback fungus (Hymenoscyphus fraxineus) in Europe. (Chinese Law No 156, year 2013).
In 2015, following requests from Chinese companies who needed supplies from Europe, China allowed imports of lumber up to 30 mm thickness. (Chinese Law No 143, year 2015). However, the furniture industry needs lumber of 50 mm thickness, as this is the section needed to produce all furniture legs and framework.
Ash dieback is widely spread in Japan, North China, Mongolia and Eastern Russia and was introduced in Europe in the ‘90s due to importation of living trees.
As the fungus does not grow high above the soil (93% of cases remain less than 50 cm high), cutting above the infected part of the tree provides an easy way to rule out infected wood. Also kiln-dried wood below 20% moisture content is safe."	False	01 Sep 2019	20 Jan 2020	True	Trade Barrier on the Export of Ash Lumber	[{'id': 61, 'sps': True, 'code': '100210', 'name': 'Plant health reasons', 'parentId': 58, 'active': True}]	[{'@objid': 1, 'id': 555, 'sps': False, 'code': '4407', 'name': 'Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding\xa06\xa0mm', 'active': True, 'leaf': True, 'parent': {'@objid': 2, 'id': 548, 'sps': False, 'code': '44', 'name': 'Wood and articles of wood; wood charcoal', 'active': True, 'leaf': False, 'parent': None, 'section': 2}, 'section': 2}]	[{'id': 16, 'code': 'S1750', 'name': 'Wood, Paper and Pulp', 'active': True}]
